hiTemp,loTemp,ppt,snow,date,moonPhase
13.1,4.1,0.0,0.0,2017-12-31,93.24781799316406
13.1,0.1,0.0,0.0,2018-01-01,98.02310943603516
19.2,4.1,0.0,0.0,2018-01-02,99.9161148071289
29.1,16.2,0.0,0.0,2018-01-03,98.7406234741211
30.2,22.1,1.35,13.39,2018-01-04,94.6466293334961
24.3,6.3,0.0,0.0,2018-01-05,88.07456970214844
12.2,1.2,0.0,0.0,2018-01-06,79.63939666748047
17.2,-1.8,0.0,0.0,2018-01-07,70.00101470947266
35.1,17.2,0.0,0.0,2018-01-08,59.7684440612793
43.0,31.1,0.0,0.0,2018-01-09,49.45362091064453
36.0,25.2,0.0,0.0,2018-01-10,39.465946197509766
51.1,33.1,0.0,0.0,2018-01-11,30.12917137145996
60.1,39.0,0.62,0.0,2018-01-12,21.7049617767334
61.0,19.2,1.24,0.0,2018-01-13,14.413374900817871
23.2,14.2,0.0,0.0,2018-01-14,8.445964813232422
21.2,12.2,0.0,0.31,2018-01-15,3.9706223011016846
33.1,20.1,0.0,0.0,2018-01-16,1.12932550907135
34.0,31.1,0.21,1.69,2018-01-17,0.031210467219352722
32.0,21.2,0.0,0.0,2018-01-18,0.7438995242118835
34.0,23.2,0.0,0.0,2018-01-19,3.285795211791992
46.9,29.1,0.0,0.0,2018-01-20,7.621086120605469
48.9,34.0,0.0,0.0,2018-01-21,13.657588958740234
39.0,34.0,0.06,0.0,2018-01-22,21.245834350585938
55.0,32.0,1.26,0.0,2018-01-23,30.176633834838867
42.1,24.3,0.0,0.0,2018-01-24,40.17439270019531
30.2,21.2,0.0,0.0,2018-01-25,50.88508605957031
34.0,19.2,0.0,0.0,2018-01-26,61.861480712890625
53.1,25.2,0.0,0.0,2018-01-27,72.55394744873047
52.0,43.0,0.03,0.0,2018-01-28,82.32090759277344
43.0,28.2,0.0,0.12,2018-01-29,90.47489929199219
31.1,20.1,0.15,2.28,2018-01-30,96.37142181396484
30.2,18.1,0.0,0.0,2018-01-31,99.52574157714844
46.0,30.2,0.04,0.0,2018-02-01,99.71673583984375
37.9,12.2,0.25,0.12,2018-02-02,97.03058624267578
28.2,10.2,0.0,0.0,2018-02-03,91.82279205322266
43.0,26.2,0.29,0.0,2018-02-04,84.61940002441406
43.0,24.3,0.36,0.0,2018-02-05,76.0038070678711
34.0,22.1,0.0,0.0,2018-02-06,66.5292739868164
43.0,23.2,0.65,2.09,2018-02-07,56.673057556152344
34.0,22.1,0.0,0.0,2018-02-08,46.82698059082031
32.0,22.1,0.0,0.0,2018-02-09,37.31025314331055
52.0,30.2,0.16,0.0,2018-02-10,28.39121437072754
48.9,37.9,0.69,0.0,2018-02-11,20.30866813659668
48.0,33.1,0.0,0.0,2018-02-12,13.287647247314453
33.1,25.2,0.0,0.0,2018-02-13,7.5470871925354
46.9,28.2,0.0,0.0,2018-02-14,3.298666477203369
48.9,35.1,0.0,0.0,2018-02-15,0.7374218702316284
54.0,34.0,0.02,0.0,2018-02-16,0.026109378784894943
35.1,27.1,0.17,1.89,2018-02-17,1.2765649557113647
44.1,32.0,0.35,3.7,2018-02-18,4.5319318771362305
50.0,26.2,0.06,0.0,2018-02-19,9.753087997436523
70.0,42.1,0.01,0.0,2018-02-20,16.81086540222168
72.0,41.0,0.0,0.0,2018-02-21,25.483320236206055
55.0,32.0,0.08,0.51,2018-02-22,35.45564270019531
39.9,31.1,0.12,0.0,2018-02-23,46.32060241699219
55.0,37.0,0.0,0.0,2018-02-24,57.580081939697266
41.0,37.0,0.51,0.0,2018-02-25,68.65280151367188
51.1,37.9,0.0,0.0,2018-02-26,78.89738464355469
53.1,36.0,0.0,0.0,2018-02-27,87.66017150878906
60.1,39.0,0.01,0.0,2018-02-28,94.34935760498047
60.1,39.9,0.0,0.0,2018-03-01,98.52230834960938
43.0,35.1,2.3,0.0,2018-03-02,99.95803833007812
43.0,37.0,0.0,0.0,2018-03-03,98.68565368652344
41.0,36.0,0.0,0.0,2018-03-04,94.95643615722656
44.1,32.0,0.05,0.59,2018-03-05,89.17316436767578
37.0,33.1,0.0,0.0,2018-03-06,81.80602264404297
39.0,33.1,0.55,2.52,2018-03-07,73.32276153564453
37.9,31.1,0.71,3.9,2018-03-08,64.1466293334961
37.0,29.1,0.0,0.0,2018-03-09,54.64201736450195
39.9,33.1,0.0,0.0,2018-03-10,45.12009048461914
44.1,31.1,0.0,0.0,2018-03-11,35.85512924194336
42.1,29.1,0.0,0.0,2018-03-12,27.104053497314453
37.9,28.2,1.15,14.49,2018-03-13,19.123722076416016
41.0,29.1,0.03,0.31,2018-03-14,12.18204116821289
43.0,32.0,0.01,0.12,2018-03-15,6.559915065765381
37.9,28.2,0.0,0.0,2018-03-16,2.5418357849121094
42.1,19.2,0.0,0.0,2018-03-17,0.39465582370758057
33.1,16.2,0.0,0.0,2018-03-18,0.3367708623409271
37.9,21.2,0.0,0.0,2018-03-19,2.5032036304473877
39.0,24.3,0.0,0.0,2018-03-20,6.914488315582275
39.0,32.0,0.0,0.0,2018-03-21,13.457024574279785
42.1,32.0,0.09,1.3,2018-03-22,21.879152297973633
42.1,35.1,0.0,0.0,2018-03-23,31.802146911621094
46.0,34.0,0.01,0.0,2018-03-24,42.741634368896484
39.0,32.0,0.07,0.12,2018-03-25,54.134552001953125
39.9,29.1,0.0,0.0,2018-03-26,65.36973571777344
42.1,28.2,0.0,0.0,2018-03-27,75.82378387451172
54.0,36.0,0.01,0.0,2018-03-28,84.90508270263672
50.0,37.0,0.01,0.0,2018-03-29,92.10546875
64.0,43.0,0.08,0.0,2018-03-30,97.05200958251953
57.0,39.0,0.0,0.0,2018-03-31,99.54550170898438
59.0,37.0,0.0,0.0,2018-04-01,99.57274627685547
39.9,31.1,0.11,0.71,2018-04-02,97.28739929199219
48.0,32.0,0.47,0.0,2018-04-03,92.96593475341797
57.9,39.0,0.2,0.0,2018-04-04,86.95354461669922
43.0,30.2,0.0,0.0,2018-04-05,79.61518096923828
43.0,29.1,0.21,0.59,2018-04-06,71.30171966552734
46.9,35.1,0.01,0.0,2018-04-07,62.333866119384766
42.1,32.0,0.0,0.0,2018-04-08,53.00177001953125
46.0,30.2,0.0,0.0,2018-04-09,43.57556915283203
41.0,35.1,0.0,0.0,2018-04-10,34.32199478149414
45.0,30.2,0.0,0.0,2018-04-11,25.522363662719727
55.0,36.0,0.06,0.0,2018-04-12,17.487375259399414
69.1,44.1,0.0,0.0,2018-04-13,10.563638687133789
52.0,37.9,0.0,0.0,2018-04-14,5.126452445983887
39.0,33.1,0.04,0.0,2018-04-15,1.5543909072875977
53.1,36.0,1.57,0.0,2018-04-16,0.1850278079509735
50.0,39.9,0.0,0.0,2018-04-17,1.2580870389938354
53.1,36.0,0.0,0.0,2018-04-18,4.860053539276123
44.1,36.0,0.23,0.0,2018-04-19,10.887958526611328
53.1,36.0,0.0,0.0,2018-04-20,19.045419692993164
59.0,39.0,0.0,0.0,2018-04-21,28.872121810913086
62.1,42.1,0.0,0.0,2018-04-22,39.79573440551758
57.9,43.0,0.0,0.0,2018-04-23,51.190162658691406
69.1,42.1,0.0,0.0,2018-04-24,62.427528381347656
55.9,46.9,0.72,0.0,2018-04-25,72.9192123413086
68.0,50.0,0.21,0.0,2018-04-26,82.1474838256836
57.0,46.0,0.54,0.0,2018-04-27,89.69086456298828
70.0,46.0,0.0,0.0,2018-04-28,95.244384765625
60.1,43.0,0.05,0.0,2018-04-29,98.63216400146484
48.0,39.9,0.2,0.0,2018-04-30,99.8087158203125
66.9,44.1,0.0,0.0,2018-05-01,98.84669494628906
89.1,57.9,0.0,0.0,2018-05-02,95.91271209716797
90.0,61.0,0.09,0.0,2018-05-03,91.236572265625
82.0,57.0,0.0,0.0,2018-05-04,85.0808334350586
75.0,57.9,0.0,0.0,2018-05-05,77.71668243408203
66.9,50.0,0.19,0.0,2018-05-06,69.40979766845703
61.0,48.0,0.0,0.0,2018-05-07,60.416927337646484
60.1,45.0,0.0,0.0,2018-05-08,50.99238586425781
63.0,46.0,0.0,0.0,2018-05-09,41.402122497558594
71.1,48.9,0.0,0.0,2018-05-10,31.942209243774414
70.0,52.0,0.0,0.0,2018-05-11,22.957292556762695
53.1,48.9,0.21,0.0,2018-05-12,14.852498054504395
54.0,48.0,0.0,0.0,2018-05-13,8.08985424041748
69.1,48.9,0.0,0.0,2018-05-14,3.1597886085510254
84.9,57.9,1.0,0.0,2018-05-15,0.522570788860321
62.1,50.0,0.0,0.0,2018-05-16,0.5260357856750488
71.1,51.1,0.0,0.0,2018-05-17,3.321556329727173
64.9,46.9,0.0,0.0,2018-05-18,8.810017585754395
55.0,46.0,0.2,0.0,2018-05-19,16.6423282623291
81.0,54.0,0.08,0.0,2018-05-20,26.275333404541016
80.1,57.0,0.0,0.0,2018-05-21,37.05942916870117
66.9,54.0,0.03,0.0,2018-05-22,48.325721740722656
84.0,54.0,0.02,0.0,2018-05-23,59.45032501220703
68.0,53.1,0.0,0.0,2018-05-24,69.89024353027344
88.0,54.0,0.0,0.0,2018-05-25,79.19734191894531
89.1,61.0,0.0,0.0,2018-05-26,87.02049255371094
61.0,50.0,0.02,0.0,2018-05-27,93.10375213623047
59.0,50.0,0.06,0.0,2018-05-28,97.28358459472656
84.9,57.9,0.0,0.0,2018-05-29,99.48487854003906
69.1,60.1,0.0,0.0,2018-05-30,99.71402740478516
82.9,55.9,0.0,0.0,2018-05-31,98.04777526855469
79.0,64.0,0.01,0.0,2018-06-01,94.6183090209961
81.0,57.0,0.01,0.0,2018-06-02,89.59668731689453
60.1,50.0,0.0,0.0,2018-06-03,83.17788696289062
53.1,48.9,0.62,0.0,2018-06-04,75.57026672363281
61.0,48.9,0.34,0.0,2018-06-05,66.99195861816406
62.1,53.1,0.0,0.0,2018-06-06,57.67531967163086
72.0,54.0,0.0,0.0,2018-06-07,47.8793830871582
81.0,55.0,0.0,0.0,2018-06-08,37.908809661865234
80.1,62.1,0.0,0.0,2018-06-09,28.13538360595703
72.0,60.1,0.0,0.0,2018-06-10,19.014575958251953
64.0,55.9,0.0,0.0,2018-06-11,11.085169792175293
80.1,54.0,0.0,0.0,2018-06-12,4.937548637390137
77.0,59.0,0.0,0.0,2018-06-13,1.1409059762954712
79.0,57.0,0.0,0.0,2018-06-14,0.1361631602048874
64.0,54.0,0.0,0.0,2018-06-15,2.125967502593994
84.9,55.9,0.0,0.0,2018-06-16,7.008510112762451
81.0,62.1,0.0,0.0,2018-06-17,14.389044761657715
89.1,66.0,0.13,0.0,2018-06-18,23.66452407836914
84.0,68.0,0.01,0.0,2018-06-19,34.14137649536133
84.9,63.0,0.0,0.0,2018-06-20,45.140079498291016
80.1,64.0,0.0,0.0,2018-06-21,56.06038284301758
70.0,60.1,0.0,0.0,2018-06-22,66.40621185302734
64.9,60.1,0.0,0.0,2018-06-23,75.7837905883789
77.0,59.0,0.26,0.0,2018-06-24,83.88821411132812
73.9,61.0,0.33,0.0,2018-06-25,90.48925018310547
79.0,60.1,0.0,0.0,2018-06-26,95.42107391357422
80.1,63.0,0.09,0.0,2018-06-27,98.57652282714844
75.9,64.9,1.16,0.0,2018-06-28,99.9040298461914
90.0,72.0,0.0,0.0,2018-06-29,99.40471649169922
91.9,75.0,0.0,0.0,2018-06-30,97.12800598144531
91.9,70.0,0.0,0.0,2018-07-01,93.16535949707031
84.0,69.1,0.0,0.0,2018-07-02,87.64309692382812
98.1,73.0,0.01,0.0,2018-07-03,80.7164306640625
87.1,73.0,0.0,0.0,2018-07-04,72.56729125976562
93.9,73.9,0.0,0.0,2018-07-05,63.40819549560547
86.0,64.9,0.35,0.0,2018-07-06,53.49365997314453
75.0,61.0,0.0,0.0,2018-07-07,43.13883590698242
81.0,61.0,0.0,0.0,2018-07-08,32.74204635620117
91.0,64.9,0.0,0.0,2018-07-09,22.802865982055664
96.1,68.0,0.0,0.0,2018-07-10,13.921664237976074
75.0,66.0,0.19,0.0,2018-07-11,6.76275110244751
73.9,64.9,0.0,0.0,2018-07-12,1.9693249464035034
78.1,64.0,0.0,0.0,2018-07-13,0.03947428613901138
75.9,63.0,0.31,0.0,2018-07-14,1.2031097412109375
79.0,66.9,0.01,0.0,2018-07-15,5.355828285217285
77.0,66.9,0.0,0.0,2018-07-16,12.084842681884766
91.0,69.1,2.68,0.0,2018-07-17,20.77328872680664
82.9,69.1,0.06,0.0,2018-07-18,30.731414794921875
77.0,64.9,0.0,0.0,2018-07-19,41.303382873535156
79.0,66.0,0.0,0.0,2018-07-20,51.92617416381836
73.9,63.0,0.0,0.0,2018-07-21,62.144901275634766
78.1,66.9,0.17,0.0,2018-07-22,71.60172271728516
86.0,75.0,0.03,0.0,2018-07-23,80.01505279541016
88.0,73.0,0.0,0.0,2018-07-24,87.15998840332031
87.1,75.0,0.14,0.0,2018-07-25,92.85493469238281
86.0,73.0,0.6,0.0,2018-07-26,96.9553451538086
90.0,71.1,0.0,0.0,2018-07-27,99.3531494140625
87.1,72.0,0.0,0.0,2018-07-28,99.9793701171875
84.0,73.9,0.0,0.0,2018-07-29,98.80744171142578
82.0,70.0,0.0,0.0,2018-07-30,95.8554916381836
82.0,69.1,0.0,0.0,2018-07-31,91.18673706054688
84.0,68.0,0.0,0.0,2018-08-01,84.9090576171875
95.0,75.9,0.0,0.0,2018-08-02,77.17549133300781
91.0,77.0,0.06,0.0,2018-08-03,68.18834686279297
84.9,73.0,0.64,0.0,2018-08-04,58.209102630615234
87.1,70.0,0.0,0.0,2018-08-05,47.57448959350586
96.1,73.0,0.0,0.0,2018-08-06,36.71576690673828
95.0,77.0,0.0,0.0,2018-08-07,26.172510147094727
84.9,73.9,0.98,0.0,2018-08-08,16.5861759185791
90.0,73.9,0.06,0.0,2018-08-09,8.655959129333496
88.0,72.0,0.0,0.0,2018-08-10,3.0474069118499756
73.0,66.9,0.39,0.0,2018-08-11,0.2674473822116852
75.0,66.9,1.38,0.0,2018-08-12,0.548521876335144
73.9,68.0,0.29,0.0,2018-08-13,3.795062303543091
80.1,69.1,0.01,0.0,2018-08-14,9.619507789611816
88.0,70.0,0.0,0.0,2018-08-15,17.447784423828125
91.0,75.0,0.0,0.0,2018-08-16,26.64332389831543
80.1,70.0,0.2,0.0,2018-08-17,36.603912353515625
88.0,66.9,0.13,0.0,2018-08-18,46.81280517578125
73.0,66.9,0.01,0.0,2018-08-19,56.849822998046875
73.9,66.9,0.0,0.0,2018-08-20,66.37843322753906
72.0,64.9,0.0,0.0,2018-08-21,75.1238784790039
84.0,66.0,0.5,0.0,2018-08-22,82.85235595703125
80.1,66.0,0.0,0.0,2018-08-23,89.35625457763672
84.9,62.1,0.0,0.0,2018-08-24,94.44727325439453
82.0,66.0,0.0,0.0,2018-08-25,97.95700073242188
84.0,62.1,0.0,0.0,2018-08-26,99.74347686767578
90.0,73.0,0.0,0.0,2018-08-27,99.7013168334961
97.0,75.0,0.0,0.0,2018-08-28,97.77273559570312
98.1,81.0,0.0,0.0,2018-08-29,93.95723724365234
91.9,71.1,0.0,0.0,2018-08-30,88.3187255859375
73.0,63.0,0.0,0.0,2018-08-31,80.9905014038086
73.9,63.0,0.0,0.0,2018-09-01,72.1797866821289
84.0,64.0,0.0,0.0,2018-09-02,62.17401123046875
96.1,73.0,0.0,0.0,2018-09-03,51.349754333496094
87.1,73.0,0.0,0.0,2018-09-04,40.181819915771484
91.9,71.1,0.0,0.0,2018-09-05,29.244964599609375
97.0,73.9,0.03,0.0,2018-09-06,19.195920944213867
75.0,66.0,0.0,0.0,2018-09-07,10.722923278808594
71.1,59.0,0.0,0.0,2018-09-08,4.459134101867676
64.9,57.0,0.0,0.0,2018-09-09,0.8759880661964417
68.0,62.1,0.76,0.0,2018-09-10,0.19276969134807587
75.0,64.9,0.53,0.0,2018-09-11,2.3415234088897705
70.0,66.0,0.26,0.0,2018-09-12,7.003133296966553
71.1,64.9,0.44,0.0,2018-09-13,13.695657730102539
75.0,64.9,0.0,0.0,2018-09-14,21.87566566467285
73.0,63.0,0.0,0.0,2018-09-15,31.01838493347168
81.0,63.0,0.0,0.0,2018-09-16,40.66206741333008
84.9,66.9,0.0,0.0,2018-09-17,50.419769287109375
77.0,69.1,1.15,0.0,2018-09-18,59.969879150390625
71.1,62.1,0.0,0.0,2018-09-19,69.03710174560547
66.0,60.1,0.0,0.0,2018-09-20,77.37242889404297
73.0,61.0,0.0,0.0,2018-09-21,84.73731994628906
73.0,57.0,0.03,0.0,2018-09-22,90.89510345458984
64.9,53.1,0.0,0.0,2018-09-23,95.61105346679688
60.1,54.0,0.0,0.0,2018-09-24,98.66144561767578
71.1,57.0,1.24,0.0,2018-09-25,99.85038757324219
84.0,68.0,0.28,0.0,2018-09-26,99.0317153930664
71.1,61.0,0.05,0.0,2018-09-27,96.13170623779297
62.1,57.9,0.35,0.0,2018-09-28,91.16822814941406
73.9,55.0,0.0,0.0,2018-09-29,84.2630386352539
70.0,54.0,0.0,0.0,2018-09-30,75.64633178710938
68.0,57.0,0.06,0.0,2018-10-01,65.65494537353516
64.0,57.0,0.29,0.0,2018-10-02,54.72629165649414
64.0,54.0,0.21,0.0,2018-10-03,43.38829803466797
73.0,59.0,0.0,0.0,2018-10-04,32.242244720458984
69.1,53.1,0.0,0.0,2018-10-05,21.932008743286133
63.0,51.1,0.0,0.0,2018-10-06,13.093936920166016
80.1,60.1,0.1,0.0,2018-10-07,6.288240909576416
60.1,55.0,0.0,0.0,2018-10-08,1.9246609210968018
80.1,57.9,0.0,0.0,2018-10-09,0.20504030585289001
86.0,68.0,0.0,0.0,2018-10-10,1.104638695716858
72.0,57.9,0.6,0.0,2018-10-11,4.399646759033203
63.0,51.1,0.09,0.0,2018-10-12,9.7289457321167
54.0,46.0,0.13,0.0,2018-10-13,16.666431427001953
59.0,45.0,0.0,0.0,2018-10-14,24.78191566467285
70.0,45.0,0.07,0.0,2018-10-15,33.679080963134766
60.1,46.9,0.03,0.0,2018-10-16,43.00975036621094
63.0,44.1,0.0,0.0,2018-10-17,52.470191955566406
48.9,39.0,0.0,0.0,2018-10-18,61.786888122558594
63.0,37.0,0.0,0.0,2018-10-19,70.69829559326172
66.0,48.9,0.0,0.0,2018-10-20,78.93769836425781
53.1,37.0,0.03,0.0,2018-10-21,86.22124481201172
54.0,34.0,0.0,0.0,2018-10-22,92.24503326416016
55.9,41.0,0.41,0.0,2018-10-23,96.6943130493164
48.9,41.0,0.04,0.0,2018-10-24,99.26652526855469
51.1,37.0,0.0,0.0,2018-10-25,99.70668029785156
48.0,34.0,0.0,0.0,2018-10-26,97.84915161132812
52.0,43.0,1.17,0.0,2018-10-27,93.65605926513672
54.0,43.0,0.03,0.0,2018-10-28,87.24156951904297
60.1,44.1,0.52,0.0,2018-10-29,78.87542724609375
50.0,39.0,0.0,0.0,2018-10-30,68.96576690673828
57.9,37.0,0.0,0.0,2018-10-31,58.027679443359375
64.0,53.1,0.01,0.0,2018-11-01,46.645511627197266
70.0,53.1,0.36,0.0,2018-11-02,35.43447494506836
68.0,46.9,1.39,0.0,2018-11-03,25.002378463745117
55.9,42.1,0.0,0.0,2018-11-04,15.909793853759766
52.0,46.0,0.36,0.0,2018-11-05,8.628353118896484
60.1,48.0,0.78,0.0,2018-11-06,3.5015411376953125
64.0,53.1,0.0,0.0,2018-11-07,0.7167388796806335
57.0,44.1,0.0,0.0,2018-11-08,0.2975231111049652
50.0,37.9,1.1,0.0,2018-11-09,2.1199862957000732
50.0,37.0,0.45,0.0,2018-11-10,5.948677062988281
46.0,35.1,0.0,0.0,2018-11-11,11.481484413146973
50.0,33.1,0.0,0.0,2018-11-12,18.391563415527344
54.0,42.1,1.1,0.0,2018-11-13,26.357789993286133
42.1,25.2,0.0,0.0,2018-11-14,35.0804328918457
37.9,23.2,0.46,0.12,2018-11-15,44.28289031982422
46.0,35.1,0.57,0.0,2018-11-16,53.702659606933594
50.0,37.0,0.0,0.0,2018-11-17,63.07551574707031
41.0,37.9,0.0,0.0,2018-11-18,72.11698913574219
41.0,36.0,0.17,0.0,2018-11-19,80.50581359863281
42.1,35.1,0.4,0.0,2018-11-20,87.87503051757812
43.0,24.3,0.0,0.0,2018-11-21,93.81771850585938
24.3,14.2,0.0,0.0,2018-11-22,97.91364288330078
32.0,15.3,0.0,0.0,2018-11-23,99.77920532226562
46.9,29.1,0.0,0.0,2018-11-24,99.1343002319336
48.9,42.1,0.78,0.0,2018-11-25,95.8685531616211
46.9,42.1,0.87,0.0,2018-11-26,90.08399963378906
48.9,37.9,0.46,0.0,2018-11-27,82.09654235839844
44.1,36.0,0.0,0.0,2018-11-28,72.39556121826172
46.0,37.0,0.0,0.0,2018-11-29,61.577693939208984
44.1,33.1,0.0,0.0,2018-11-30,50.277408599853516
45.0,35.1,0.0,0.0,2018-12-01,39.1110954284668
51.1,41.0,0.75,0.0,2018-12-02,28.639755249023438
57.9,44.1,0.0,0.0,2018-12-03,19.346576690673828
44.1,27.1,0.0,0.0,2018-12-04,11.622650146484375
36.0,25.2,0.0,0.0,2018-12-05,5.75649881362915
42.1,30.2,0.0,0.0,2018-12-06,1.9270161390304565
39.9,26.2,0.0,0.0,2018-12-07,0.20228323340415955
31.1,20.1,0.0,0.0,2018-12-08,0.5469914078712463
37.0,23.2,0.0,0.0,2018-12-09,2.839046001434326
39.0,26.2,0.0,0.0,2018-12-10,6.892820358276367
37.9,23.2,0.0,0.0,2018-12-11,12.48425006866455
39.0,24.3,0.0,0.0,2018-12-12,19.372587203979492
35.1,21.2,0.0,0.0,2018-12-13,27.31487274169922
46.0,29.1,0.0,0.0,2018-12-14,36.07105255126953
55.0,39.9,0.0,0.0,2018-12-15,45.39952850341797
45.0,41.0,0.54,0.0,2018-12-16,55.04423904418945
43.0,36.0,0.04,0.0,2018-12-17,64.71575927734375
39.0,25.2,0.02,0.12,2018-12-18,74.0703125
42.1,24.3,0.0,0.0,2018-12-19,82.69366455078125
50.0,32.0,0.0,0.0,2018-12-20,90.09996795654297
64.9,43.0,0.61,0.0,2018-12-21,95.75776672363281
55.9,37.0,0.02,0.0,2018-12-22,99.15168762207031
43.0,33.1,0.0,0.0,2018-12-23,99.8752670288086
39.0,32.0,0.0,0.0,2018-12-24,97.72986602783203
39.0,29.1,0.0,0.0,2018-12-25,92.79026794433594
39.9,26.2,0.0,0.0,2018-12-26,85.40494537353516
37.9,30.2,0.0,0.0,2018-12-27,76.12971496582031
57.0,34.0,0.33,0.0,2018-12-28,65.625244140625
54.0,32.0,0.0,0.0,2018-12-29,54.55925369262695
34.0,26.2,0.0,0.0,2018-12-30,43.53985595703125
44.0,31.0,0.0,0.0,2018-12-31,33.08469772338867
